event_id,customer_id,event_date,event_type
251,11,2022-09-15,support_ticket
252,11,2023-12-09,support_ticket
253,11,2023-07-05,login
254,11,2022-08-21,login
255,11,2023-12-08,login
256,11,2024-05-20,feature_use
257,11,2023-10-13,login
258,11,2024-01-23,login
259,11,2022-11-16,login
260,11,2023-10-20,login
261,11,2023-08-07,support_ticket
262,11,2023-03-03,login
263,11,2023-08-18,login
264,11,2024-04-24,login
265,11,2024-06-19,login
266,11,2023-03-09,feature_use
267,11,2023-01-22,support_ticket
268,11,2023-07-17,feature_use
269,11,2023-03-14,feature_use
270,11,2023-06-09,feature_use
271,11,2022-10-19,login
272,11,2023-11-28,support_ticket
273,11,2023-11-11,login
274,11,2024-01-30,feature_use
275,11,2024-02-01,billing_page
276,11,2023-02-07,support_ticket
277,11,2023-01-05,login
278,11,2023-06-24,login
279,11,2024-05-28,login
280,11,2022-12-28,feature_use
281,11,2023-11-24,feature_use
282,11,2022-11-07,billing_page
283,11,2024-01-13,feature_use
284,11,2023-09-20,feature_use
285,11,2023-10-21,feature_use
286,11,2024-06-04,feature_use
287,11,2024-07-16,login
288,11,2023-05-26,login
289,12,2025-01-09,login
290,12,2023-04-08,billing_page
291,12,2023-12-08,feature_use
292,12,2023-07-24,login
293,12,2023-08-08,billing_page
294,12,2024-05-28,feature_use
295,12,2025-01-20,login
296,12,2025-02-25,login
297,12,2023-08-09,login
298,12,2025-01-27,feature_use
299,12,2024-07-16,billing_page
300,12,2023-08-06,feature_use
301,12,2024-12-12,support_ticket
302,12,2023-05-08,feature_use
303,12,2024-11-24,login
304,12,2025-01-17,support_ticket
305,12,2023-05-17,login
306,12,2023-04-02,feature_use
307,12,2023-05-31,support_ticket
308,12,2023-07-15,feature_use
309,12,2023-05-04,login
310,12,2024-05-17,login
311,12,2023-12-13,feature_use
312,12,2024-02-29,login
313,12,2025-02-02,billing_page
314,12,2024-04-25,login
315,12,2023-06-29,login
316,12,2024-02-07,feature_use
317,12,2023-06-15,billing_page
318,12,2025-01-07,login
319,12,2024-04-23,feature_use
320,12,2024-11-06,feature_use
321,12,2023-09-25,login
322,12,2025-01-16,billing_page
323,12,2024-06-11,billing_page
324,12,2024-08-10,login
325,12,2025-02-16,support_ticket
326,12,2024-11-24,login
327,12,2024-01-14,feature_use
328,12,2024-06-08,login
329,12,2023-12-23,login
330,12,2023-03-27,feature_use
331,12,2023-03-27,support_ticket
332,12,2023-11-16,login
333,12,2023-11-20,feature_use
334,12,2024-10-08,login
335,12,2023-09-15,billing_page
336,13,2023-11-06,feature_use
337,13,2024-06-04,login
338,13,2024-04-03,login
339,13,2024-01-25,login
340,13,2024-04-24,feature_use
341,13,2024-03-29,login
342,13,2024-01-12,login
343,13,2024-05-31,login
344,13,2024-02-22,billing_page
345,13,2024-02-26,login
346,13,2024-02-07,login
347,13,2024-01-17,feature_use
348,13,2024-05-07,login
349,13,2024-01-15,login
350,14,2024-01-15,login
351,14,2024-09-24,login
352,14,2023-10-03,feature_use
353,14,2024-03-31,login
354,14,2023-07-09,login
355,14,2024-06-20,support_ticket
356,14,2023-06-29,feature_use
357,14,2024-06-06,feature_use
358,14,2023-04-27,login
359,14,2023-06-28,feature_use
360,14,2024-04-23,login
361,14,2023-08-15,support_ticket
362,14,2023-12-13,login
363,14,2023-01-19,login
364,14,2023-11-11,feature_use
365,14,2024-03-11,login
366,14,2024-03-22,support_ticket
367,14,2024-08-07,feature_use
368,14,2024-10-06,feature_use
369,14,2023-12-22,login
370,14,2024-11-03,login
371,14,2024-05-20,feature_use
372,14,2023-03-27,feature_use
373,14,2024-02-05,support_ticket
374,14,2023-11-07,login
375,14,2022-12-12,support_ticket
376,14,2024-09-24,login
377,14,2024-01-04,login
378,14,2023-10-19,feature_use
379,14,2023-12-25,billing_page
380,14,2023-08-02,billing_page
381,14,2024-10-31,support_ticket
382,14,2023-08-19,feature_use
383,14,2023-10-15,login
384,14,2024-10-18,feature_use
385,14,2022-12-22,login
386,14,2023-05-14,feature_use
387,14,2024-01-09,support_ticket
388,14,2024-03-17,feature_use
389,14,2024-11-08,support_ticket
390,14,2023-07-26,feature_use
391,14,2023-02-08,login
392,14,2023-05-31,login
393,14,2023-04-29,feature_use
394,14,2024-01-21,feature_use
395,14,2023-03-01,login
396,14,2024-06-19,login
397,14,2024-07-16,login
398,14,2024-11-25,login
399,14,2023-11-08,billing_page
400,14,2023-12-25,support_ticket
401,14,2022-12-18,billing_page
402,14,2023-04-03,login
403,14,2023-09-12,login
404,14,2024-05-13,login
405,14,2023-01-29,login
406,15,2025-02-27,login
407,15,2024-06-17,feature_use
408,15,2024-10-04,support_ticket
409,15,2023-10-20,login
410,15,2023-04-20,login
411,15,2023-09-21,login
412,15,2023-07-01,feature_use
413,15,2024-05-12,login
414,15,2023-11-22,feature_use
415,15,2023-07-19,login
416,15,2023-11-09,feature_use
417,15,2023-12-20,feature_use
418,15,2023-09-13,login
419,15,2024-05-17,login
420,15,2024-01-15,feature_use
421,15,2023-08-01,login
422,15,2024-06-29,feature_use
423,15,2024-07-28,support_ticket
424,15,2024-08-20,billing_page
425,15,2023-04-23,login
426,15,2025-02-11,support_ticket
427,15,2024-01-04,login
428,15,2023-06-27,feature_use
429,15,2024-05-19,support_ticket
430,15,2024-05-02,login
431,15,2023-12-02,feature_use
432,15,2024-01-01,login
433,15,2024-08-08,login
434,15,2024-09-15,login
435,15,2024-01-26,feature_use
436,15,2023-08-23,login
437,15,2024-05-04,feature_use
438,15,2023-08-02,login
439,15,2024-08-26,login
440,15,2024-08-23,login
441,15,2024-03-17,billing_page
442,15,2023-08-09,feature_use
443,15,2024-04-27,feature_use
444,15,2025-02-03,login
445,15,2024-09-27,login
446,15,2023-07-25,login
447,15,2023-06-07,support_ticket
448,15,2023-10-05,feature_use
449,15,2025-02-19,login
450,15,2024-08-17,login
451,15,2023-09-03,billing_page
452,15,2023-07-22,login
453,15,2023-04-24,login
454,15,2024-12-21,feature_use
455,15,2024-01-22,feature_use
456,15,2024-03-12,login
457,15,2024-01-20,login
458,15,2024-07-08,login
459,15,2024-02-05,billing_page
460,15,2024-12-06,feature_use
461,15,2023-08-11,feature_use
462,15,2025-02-23,login
463,15,2024-12-20,support_ticket
464,16,2024-01-18,billing_page
465,16,2024-03-03,feature_use
466,16,2023-09-04,feature_use
467,16,2024-03-26,login
468,16,2023-03-21,login
469,16,2024-08-31,feature_use
470,16,2023-04-10,support_ticket
471,16,2023-07-03,login
472,16,2023-01-17,feature_use
473,16,2024-06-05,feature_use
474,16,2023-11-15,login
475,16,2024-01-11,feature_use
476,16,2023-09-14,login
477,16,2024-07-30,login
478,16,2024-09-08,login
479,16,2023-01-28,support_ticket
480,16,2024-03-18,feature_use
481,16,2024-02-20,support_ticket
482,16,2024-01-18,login
483,16,2024-05-02,login
484,16,2023-04-07,login
485,17,2023-09-23,feature_use
486,17,2024-04-26,login
487,17,2023-11-07,billing_page
488,17,2023-11-08,support_ticket
489,17,2023-12-12,feature_use
490,17,2024-05-09,feature_use
491,17,2024-02-21,login
492,17,2023-07-09,login
493,18,2022-10-03,billing_page
494,18,2023-07-30,login
495,18,2023-07-01,login
496,18,2023-11-22,login
497,18,2023-12-02,support_ticket
498,18,2024-08-03,feature_use
499,18,2023-01-07,feature_use
500,18,2022-10-10,support_ticket
501,18,2023-04-02,billing_page
502,18,2024-04-29,login
503,18,2023-05-28,login
504,18,2023-08-14,login
505,18,2023-12-21,login
506,18,2023-06-19,login
507,18,2024-01-23,login
508,18,2023-09-28,support_ticket
509,18,2023-07-23,support_ticket
510,18,2023-12-27,feature_use
511,19,2023-05-14,login
512,19,2023-11-05,support_ticket
513,19,2023-04-11,login
514,19,2024-04-20,feature_use
515,19,2024-05-11,support_ticket
516,19,2024-03-17,billing_page
517,19,2024-03-06,login
518,19,2023-04-05,feature_use
519,19,2023-10-14,login
520,19,2023-07-05,login
521,19,2022-09-04,billing_page
522,19,2023-02-12,login
523,19,2022-08-22,login
524,20,2024-12-18,feature_use
525,20,2025-11-01,login
526,20,2024-10-25,login
527,20,2024-06-16,login
528,20,2024-08-22,login
529,20,2025-04-03,login
530,20,2025-03-12,feature_use
531,20,2025-04-09,feature_use
532,20,2025-06-03,support_ticket
533,20,2024-03-17,feature_use
534,20,2024-04-04,support_ticket
535,20,2024-02-25,feature_use
536,20,2024-12-17,login
537,20,2025-06-14,login
538,20,2024-04-20,login
539,20,2025-10-17,feature_use
540,20,2024-03-04,login
541,20,2024-10-25,login
542,20,2025-07-10,feature_use
543,20,2024-12-09,login
544,20,2024-12-30,login
545,20,2025-09-14,login
546,20,2025-02-10,billing_page
547,20,2025-01-02,feature_use
548,20,2025-08-05,login
549,20,2025-08-01,login
550,20,2024-03-09,login
551,20,2025-08-24,support_ticket
552,20,2024-08-19,billing_page
553,20,2024-01-05,login
554,20,2024-05-10,feature_use
555,20,2023-12-28,login
556,20,2024-10-21,login
557,20,2024-05-05,login
558,20,2025-08-16,billing_page
559,20,2025-02-05,feature_use
560,20,2025-01-06,login
561,20,2025-10-17,login
562,20,2023-12-20,login
563,20,2025-04-22,login
564,20,2024-12-25,billing_page
565,20,2024-04-01,login
566,20,2024-04-12,feature_use
567,20,2024-04-13,feature_use
568,20,2024-04-19,feature_use
569,20,2024-06-12,billing_page
570,20,2024-06-26,login
571,21,2024-06-11,login
572,21,2024-08-16,feature_use
573,21,2024-08-08,support_ticket
574,21,2025-06-01,login
575,21,2024-03-04,feature_use
576,21,2023-07-02,feature_use
577,21,2024-05-01,login
578,21,2024-11-11,support_ticket
579,21,2024-02-11,login
580,21,2023-10-15,support_ticket
581,21,2024-09-26,feature_use
582,21,2024-12-16,login
583,21,2023-10-07,support_ticket
584,21,2023-09-06,feature_use
585,21,2024-07-23,login
586,21,2024-08-09,billing_page
587,21,2024-11-04,login
588,21,2024-06-24,feature_use
589,21,2023-07-24,support_ticket
590,21,2024-04-30,feature_use
591,21,2023-09-18,login
592,21,2023-08-22,feature_use
593,21,2025-05-14,login
594,21,2024-01-27,login
595,21,2023-08-21,login
596,21,2024-03-16,feature_use
597,21,2025-05-15,billing_page
598,21,2023-12-13,login
599,21,2024-03-30,feature_use
600,21,2024-12-12,feature_use
601,21,2024-09-11,feature_use
602,21,2024-02-11,login
603,21,2024-09-28,login
604,21,2023-12-23,login
605,22,2023-07-29,login
606,22,2023-08-11,login
607,22,2023-05-13,support_ticket
608,22,2023-10-01,login
609,22,2023-07-25,login
610,22,2023-06-15,billing_page
611,22,2023-07-09,login
612,22,2023-02-10,support_ticket
613,22,2023-08-18,login
614,23,2022-04-14,billing_page
615,23,2023-12-09,login
616,23,2023-05-30,login
617,23,2023-08-04,feature_use
618,23,2023-12-03,login
619,24,2024-01-31,support_ticket
620,24,2024-02-29,support_ticket
621,24,2024-02-07,login
622,24,2023-10-23,login
623,24,2024-01-08,billing_page
624,24,2023-10-23,login
625,24,2024-04-22,feature_use
626,24,2023-12-23,feature_use
627,24,2024-02-01,login
628,24,2023-12-26,login
629,24,2023-09-04,billing_page
630,24,2024-03-06,login
631,24,2024-02-09,login
632,24,2023-09-30,login
633,24,2023-10-01,feature_use
634,24,2023-11-30,login
635,24,2023-11-30,feature_use
636,24,2024-01-25,login
637,25,2025-01-20,support_ticket
638,25,2024-02-06,login
639,25,2024-01-26,login
640,25,2024-04-13,feature_use
641,25,2023-08-21,login
642,25,2025-01-30,login
643,25,2024-02-09,feature_use
644,25,2025-03-04,login
645,25,2023-10-04,billing_page
646,25,2024-07-19,login
647,25,2023-10-16,feature_use
648,25,2023-08-19,login
649,25,2024-06-23,login
650,25,2024-02-03,billing_page
651,25,2024-02-16,feature_use
652,25,2025-01-06,support_ticket
653,25,2024-06-28,login
654,25,2025-04-04,login
655,25,2024-10-04,feature_use
656,25,2024-07-07,support_ticket
657,25,2025-01-19,login
658,25,2023-10-30,feature_use
659,25,2024-04-26,billing_page
660,25,2023-12-16,support_ticket
661,25,2023-07-15,billing_page
662,25,2024-07-15,login
663,25,2023-09-17,feature_use
664,25,2023-12-24,billing_page
665,25,2024-09-22,feature_use
666,25,2024-12-27,login
667,25,2025-05-25,login
668,25,2024-09-06,login
669,25,2024-01-03,support_ticket
670,25,2024-03-09,login
671,25,2023-11-05,login
672,25,2024-04-19,login
673,25,2024-04-14,login
674,25,2023-10-01,support_ticket
675,25,2024-01-01,login
676,25,2023-10-13,feature_use
677,25,2024-11-24,login
678,25,2024-06-30,login
679,25,2023-10-19,login
680,25,2025-02-21,feature_use
681,26,2025-03-14,login
682,26,2025-05-09,login
683,26,2025-06-08,feature_use
684,26,2024-01-27,login
685,26,2024-07-28,feature_use
686,26,2024-05-27,login
687,26,2023-07-16,feature_use
688,26,2024-12-24,support_ticket
689,26,2024-03-29,login
690,26,2024-07-31,feature_use
691,26,2024-08-12,login
692,26,2025-03-23,login
693,26,2024-08-26,login
694,26,2024-11-07,login
695,26,2023-08-30,login
696,26,2025-02-03,login
697,26,2024-06-16,billing_page
698,26,2025-03-23,feature_use
699,26,2024-06-22,support_ticket
700,26,2025-07-06,feature_use
701,26,2024-03-19,login
702,26,2024-08-29,login
703,26,2024-02-18,feature_use
704,26,2024-08-20,feature_use
705,26,2023-08-23,login
706,26,2025-02-07,login
707,26,2024-06-18,login
708,26,2023-10-26,billing_page
709,26,2024-02-05,login
710,26,2024-12-13,login
711,27,2024-08-19,login
712,27,2025-08-08,login
713,27,2024-04-04,login
714,27,2024-09-07,login
715,27,2024-12-06,login
716,27,2025-05-17,billing_page
717,27,2023-11-17,login
718,27,2024-10-16,login
719,27,2024-05-10,login
720,27,2024-12-05,feature_use
721,27,2024-05-10,feature_use
722,27,2025-07-26,billing_page
723,27,2025-02-05,login
724,27,2024-04-13,support_ticket
725,27,2025-08-04,login
726,27,2024-07-19,login
727,27,2023-08-26,login
728,27,2024-04-17,feature_use
729,27,2023-11-24,login
730,27,2024-08-22,login
731,27,2025-03-15,login
732,27,2024-11-12,login
733,27,2025-07-30,login
734,27,2025-07-02,login
735,27,2025-02-09,login
736,27,2025-06-22,support_ticket
737,27,2025-03-02,billing_page
738,27,2024-10-06,login
739,27,2024-05-07,login
740,27,2023-10-08,login
741,27,2024-05-16,feature_use
742,27,2024-03-19,login
743,27,2025-04-05,feature_use
744,27,2024-03-06,login
745,27,2023-11-17,login
746,27,2025-07-11,feature_use
747,27,2024-06-04,login
748,27,2025-04-25,login
749,27,2023-11-17,login
750,28,2024-11-20,login
751,28,2024-07-17,support_ticket
752,28,2025-01-22,login
753,28,2023-10-07,login
754,28,2024-10-11,login
755,28,2023-08-18,login
756,28,2023-10-11,feature_use
757,28,2023-09-20,feature_use
758,28,2023-09-05,login
759,28,2023-11-21,feature_use
760,28,2024-10-04,login
761,28,2023-07-27,feature_use
762,28,2025-01-23,feature_use
763,28,2023-10-17,support_ticket
764,28,2025-01-12,feature_use
765,29,2025-03-02,login
766,29,2024-02-02,billing_page
767,29,2025-04-21,feature_use
768,29,2023-07-01,billing_page
769,29,2024-07-03,login
770,29,2024-05-15,feature_use
771,29,2024-12-28,support_ticket
772,29,2023-08-22,feature_use
773,29,2024-09-12,login
774,29,2024-01-06,billing_page
775,29,2024-10-16,login
776,29,2024-02-22,support_ticket
777,29,2023-06-13,feature_use
778,29,2025-03-13,billing_page
779,29,2023-09-24,login
780,29,2024-01-20,feature_use
781,29,2024-06-30,login
782,29,2024-07-13,login
783,29,2025-01-30,login
784,29,2024-02-13,login
785,29,2024-11-29,login
786,29,2024-04-22,feature_use
787,29,2023-07-12,login
788,29,2024-10-17,feature_use
789,29,2023-11-09,feature_use
790,29,2024-01-06,login
791,29,2023-06-23,login
792,29,2025-04-17,feature_use
793,29,2023-11-03,login
794,29,2024-07-22,login
795,29,2025-02-18,billing_page
796,29,2025-02-04,billing_page
797,29,2024-06-22,feature_use
798,29,2024-07-19,billing_page
799,29,2025-04-29,feature_use
800,29,2023-09-02,login
801,29,2024-12-22,login
802,29,2025-02-22,feature_use
803,29,2024-08-25,feature_use
804,29,2023-09-15,login
805,29,2024-02-03,support_ticket
806,29,2024-05-13,login
807,29,2023-12-31,feature_use
808,29,2024-12-22,login
809,29,2023-11-21,login
810,29,2025-03-22,login
811,29,2025-06-04,feature_use
812,29,2024-05-30,login
813,29,2024-01-05,login
814,29,2025-01-24,login
815,29,2023-10-21,login
816,29,2023-06-11,login
817,29,2024-03-06,login
818,29,2024-01-18,login
819,29,2023-12-19,support_ticket
820,29,2024-02-13,login
821,29,2025-04-16,feature_use
822,29,2024-08-07,feature_use
823,30,2023-09-04,feature_use
824,30,2023-03-14,support_ticket
825,30,2023-10-11,login
826,30,2024-01-05,login
827,30,2024-04-18,feature_use
828,30,2023-09-17,billing_page
829,30,2025-01-21,login
830,31,2023-12-19,login
831,31,2025-05-12,login
832,31,2024-10-22,login
833,31,2024-05-11,login
834,31,2024-10-17,login
835,31,2025-07-12,login
836,31,2024-03-12,feature_use
837,31,2024-04-22,login
838,31,2025-07-11,support_ticket
839,31,2025-07-21,login
840,31,2024-03-18,login
841,31,2024-12-04,support_ticket
842,31,2024-02-13,login
843,31,2025-06-13,feature_use
844,31,2024-06-09,login
845,31,2024-03-05,feature_use
846,31,2024-09-27,login
847,31,2023-10-05,feature_use
848,31,2024-09-30,feature_use
849,31,2025-03-28,login
850,31,2024-02-14,login
851,31,2024-02-20,feature_use
852,31,2024-02-23,login
853,31,2024-12-25,feature_use
854,31,2024-12-27,feature_use
855,31,2024-08-08,feature_use
856,31,2023-11-06,login
857,31,2025-06-15,feature_use
858,31,2024-12-23,feature_use
859,31,2024-08-01,login
860,31,2024-01-18,support_ticket
861,31,2024-09-25,feature_use
862,31,2025-01-27,login
863,31,2024-02-01,login
864,31,2024-03-10,login
865,31,2025-06-19,login
866,31,2024-03-06,login
867,32,2023-02-04,billing_page
868,32,2023-12-19,login
869,32,2024-04-20,login
870,32,2023-02-25,login
871,32,2023-08-26,login
872,32,2023-12-11,feature_use
873,32,2024-11-05,support_ticket
874,32,2024-07-07,support_ticket
875,32,2023-10-31,feature_use
876,32,2024-08-18,billing_page
877,32,2024-03-11,feature_use
878,32,2024-01-19,feature_use
879,32,2023-09-23,login
880,32,2024-02-08,billing_page
881,32,2023-12-04,login
882,32,2023-08-04,feature_use
883,32,2024-11-28,login
884,32,2024-10-02,login
885,32,2023-12-27,support_ticket
886,32,2024-05-27,support_ticket
887,32,2024-02-13,login
888,33,2024-11-30,login
889,33,2024-02-24,login
890,33,2024-04-29,billing_page
891,33,2024-05-03,login
892,33,2025-03-06,feature_use
893,34,2024-06-06,login
894,34,2023-03-28,login
895,34,2023-09-17,billing_page
896,34,2023-09-23,feature_use
897,34,2024-04-17,feature_use
898,34,2023-05-01,login
899,34,2023-12-31,feature_use
900,34,2023-02-05,feature_use
901,34,2023-08-20,billing_page
902,34,2024-03-24,login
903,34,2024-01-17,login
904,34,2023-03-05,feature_use
905,34,2023-08-07,login
906,34,2023-06-07,feature_use
907,34,2024-03-07,login
908,34,2024-02-15,login
909,34,2022-10-12,login
910,34,2022-09-03,support_ticket
911,34,2023-10-26,feature_use
912,34,2023-02-28,feature_use
913,34,2023-09-13,login
914,34,2023-01-22,login
915,34,2023-02-14,billing_page
916,34,2024-01-26,login
917,34,2024-07-07,login
918,34,2023-11-26,feature_use
919,34,2024-01-26,login
920,34,2022-10-16,login
921,34,2023-09-13,login
922,34,2023-08-23,feature_use
923,34,2022-10-08,feature_use
924,34,2022-11-22,login
925,34,2023-01-28,login
926,34,2023-07-06,login
927,34,2024-08-02,login
928,34,2023-08-23,login
929,34,2024-05-19,feature_use
930,34,2024-02-27,login
931,34,2024-03-02,login
932,34,2023-10-22,support_ticket
933,34,2022-10-27,billing_page
934,34,2023-05-14,billing_page
935,34,2024-02-22,billing_page
936,34,2023-08-01,feature_use
937,34,2023-11-20,billing_page
938,34,2024-01-09,feature_use
939,34,2023-01-06,login
940,34,2023-09-24,login
941,35,2024-03-09,login
942,35,2023-11-30,feature_use
943,35,2024-03-18,login
944,35,2024-01-22,login
945,35,2023-03-18,login
946,35,2023-02-14,login
947,35,2022-06-02,billing_page
948,35,2023-02-20,login
949,35,2022-05-28,login
950,35,2022-12-07,support_ticket
951,35,2023-12-19,billing_page
952,35,2024-03-31,login
953,35,2022-05-09,login
954,35,2023-08-05,support_ticket
955,35,2023-07-26,feature_use
956,35,2022-12-08,login
957,35,2022-07-19,login
958,35,2023-02-09,login
959,35,2022-07-21,login
960,35,2024-02-13,login
961,35,2023-08-24,feature_use
