customer_id,billing_date,amount_usd
4,2024-04-19,29
4,2024-05-19,29
4,2024-06-18,29
4,2024-07-18,29
4,2024-08-17,29
4,2024-09-16,29
4,2024-10-16,29
4,2024-11-15,29
4,2024-12-15,29
4,2025-01-14,29
4,2025-02-13,29
4,2025-03-15,29
4,2025-04-14,29
4,2025-05-14,29
4,2025-06-13,29
5,2022-01-03,29
5,2022-02-02,29
5,2022-03-04,29
5,2022-04-03,29
5,2022-05-03,29
5,2022-06-02,29
5,2022-07-02,29
5,2022-08-01,29
5,2022-08-31,29
5,2022-09-30,29
5,2022-10-30,29
5,2022-11-29,29
5,2022-12-29,29
5,2023-01-28,29
5,2023-02-27,29
5,2023-03-29,29
5,2023-04-28,29
5,2023-05-28,29
5,2023-06-27,29
5,2023-07-27,29
5,2023-08-26,29
5,2023-09-25,29
5,2023-10-25,29
5,2023-11-24,29
5,2023-12-24,29
5,2024-01-23,29
5,2024-02-22,29
5,2024-03-23,29
5,2024-04-22,29
5,2024-05-22,29
5,2024-06-21,29
5,2024-07-21,29
5,2024-08-20,29
5,2024-09-19,29
5,2024-10-19,29
5,2024-11-18,29
5,2024-12-18,29
5,2025-01-17,29
5,2025-02-16,29
5,2025-03-18,29
5,2025-04-17,29
5,2025-05-17,29
5,2025-06-16,29
6,2022-08-23,199
6,2022-09-22,199
6,2022-10-22,199
6,2022-11-21,199
6,2022-12-21,199
6,2023-01-20,199
6,2023-02-19,199
6,2023-03-21,199
6,2023-04-20,199
6,2023-05-20,199
6,2023-06-19,199
6,2023-07-19,199
6,2023-08-18,199
6,2023-09-17,199
6,2023-10-17,199
6,2023-11-16,199
6,2023-12-16,199
6,2024-01-15,199
6,2024-02-14,199
6,2024-03-15,199
6,2024-04-14,199
6,2024-05-14,199
6,2024-06-13,199
6,2024-07-13,199
6,2024-08-12,199
6,2024-09-11,199
6,2024-10-11,199
6,2024-11-10,199
6,2024-12-10,199
6,2025-01-09,199
6,2025-02-08,199
6,2025-03-10,199
6,2025-04-09,199
6,2025-05-09,199
6,2025-06-08,199
7,2022-02-01,29
7,2022-03-03,29
7,2022-04-02,29
7,2022-05-02,29
7,2022-06-01,29
7,2022-07-01,29
7,2022-07-31,29
7,2022-08-30,29
7,2022-09-29,29
7,2022-10-29,29
7,2022-11-28,29
7,2022-12-28,29
7,2023-01-27,29
7,2023-02-26,29
7,2023-03-28,29
7,2023-04-27,29
7,2023-05-27,29
7,2023-06-26,29
7,2023-07-26,29
7,2023-08-25,29
7,2023-09-24,29
7,2023-10-24,29
7,2023-11-23,29
7,2023-12-23,29
7,2024-01-22,29
7,2024-02-21,29
7,2024-03-22,29
7,2024-04-21,29
7,2024-05-21,29
7,2024-06-20,29
7,2024-07-20,29
7,2024-08-19,29
7,2024-09-18,29
7,2024-10-18,29
7,2024-11-17,29
7,2024-12-17,29
7,2025-01-16,29
7,2025-02-15,29
7,2025-03-17,29
7,2025-04-16,29
7,2025-05-16,29
7,2025-06-15,29
8,2023-01-26,29
8,2023-02-25,29
8,2023-03-27,29
8,2023-04-26,29
8,2023-05-26,29
8,2023-06-25,29
8,2023-07-25,29
8,2023-08-24,29
8,2023-09-23,29
8,2023-10-23,29
8,2023-11-22,29
8,2023-12-22,29
8,2024-01-21,29
8,2024-02-20,29
8,2024-03-21,29
8,2024-04-20,29
8,2024-05-20,29
8,2024-06-19,29
8,2024-07-19,29
8,2024-08-18,29
8,2024-09-17,29
8,2024-10-17,29
8,2024-11-16,29
8,2024-12-16,29
8,2025-01-15,29
8,2025-02-14,29
8,2025-03-16,29
8,2025-04-15,29
8,2025-05-15,29
8,2025-06-14,29
9,2022-01-30,29
9,2022-03-01,29
9,2022-03-31,29
9,2022-04-30,29
9,2022-05-30,29
9,2022-06-29,29
9,2022-07-29,29
9,2022-08-28,29
9,2022-09-27,29
9,2022-10-27,29
9,2022-11-26,29
9,2022-12-26,29
9,2023-01-25,29
9,2023-02-24,29
9,2023-03-26,29
9,2023-04-25,29
9,2023-05-25,29
9,2023-06-24,29
9,2023-07-24,29
9,2023-08-23,29
9,2023-09-22,29
9,2023-10-22,29
9,2023-11-21,29
9,2023-12-21,29
9,2024-01-20,29
9,2024-02-19,29
9,2024-03-20,29
9,2024-04-19,29
9,2024-05-19,29
9,2024-06-18,29
9,2024-07-18,29
9,2024-08-17,29
9,2024-09-16,29
9,2024-10-16,29
9,2024-11-15,29
9,2024-12-15,29
9,2025-01-14,29
9,2025-02-13,29
9,2025-03-15,29
9,2025-04-14,29
9,2025-05-14,29
9,2025-06-13,29
10,2023-05-23,29
10,2023-06-22,29
10,2023-07-22,29
10,2023-08-21,29
10,2023-09-20,29
10,2023-10-20,29
10,2023-11-19,29
10,2023-12-19,29
10,2024-01-18,29
10,2024-02-17,29
10,2024-03-18,29
10,2024-04-17,29
10,2024-05-17,29
11,2022-08-13,199
11,2022-09-12,199
11,2022-10-12,199
11,2022-11-11,199
11,2022-12-11,199
11,2023-01-10,199
11,2023-02-09,199
11,2023-03-11,199
11,2023-04-10,199
11,2023-05-10,199
11,2023-06-09,199
11,2023-07-09,199
11,2023-08-08,199
11,2023-09-07,199
11,2023-10-07,199
11,2023-11-06,199
11,2023-12-06,199
11,2024-01-05,199
11,2024-02-04,199
11,2024-03-05,199
11,2024-04-04,199
11,2024-05-04,199
11,2024-06-03,199
11,2024-07-03,199
11,2024-08-02,199
11,2024-09-01,199
11,2024-10-01,199
11,2024-10-31,199
11,2024-11-30,199
11,2024-12-30,199
11,2025-01-29,199
11,2025-02-28,199
11,2025-03-30,199
11,2025-04-29,199
11,2025-05-29,199
11,2025-06-28,199
12,2023-03-03,199
12,2023-04-02,199
12,2023-05-02,199
12,2023-06-01,199
12,2023-07-01,199
12,2023-07-31,199
12,2023-08-30,199
12,2023-09-29,199
12,2023-10-29,199
12,2023-11-28,199
12,2023-12-28,199
12,2024-01-27,199
12,2024-02-26,199
12,2024-03-27,199
12,2024-04-26,199
12,2024-05-26,199
12,2024-06-25,199
12,2024-07-25,199
12,2024-08-24,199
12,2024-09-23,199
12,2024-10-23,199
12,2024-11-22,199
12,2024-12-22,199
12,2025-01-21,199
12,2025-02-20,199
12,2025-03-22,199
12,2025-04-21,199
12,2025-05-21,199
12,2025-06-20,199
13,2023-10-07,79
13,2023-11-06,79
13,2023-12-06,79
13,2024-01-05,79
13,2024-02-04,79
13,2024-03-05,79
13,2024-04-04,79
13,2024-05-04,79
13,2024-06-03,79
13,2024-07-03,79
13,2024-08-02,79
13,2024-09-01,79
13,2024-10-01,79
14,2022-12-07,199
14,2023-01-06,199
14,2023-02-05,199
14,2023-03-07,199
14,2023-04-06,199
14,2023-05-06,199
14,2023-06-05,199
14,2023-07-05,199
14,2023-08-04,199
14,2023-09-03,199
14,2023-10-03,199
14,2023-11-02,199
14,2023-12-02,199
14,2024-01-01,199
14,2024-01-31,199
14,2024-03-01,199
14,2024-03-31,199
14,2024-04-30,199
14,2024-05-30,199
14,2024-06-29,199
14,2024-07-29,199
14,2024-08-28,199
14,2024-09-27,199
14,2024-10-27,199
14,2024-11-26,199
14,2024-12-26,199
14,2025-01-25,199
14,2025-02-24,199
14,2025-03-26,199
14,2025-04-25,199
14,2025-05-25,199
14,2025-06-24,199
15,2023-03-09,79
15,2023-04-08,79
15,2023-05-08,79
15,2023-06-07,79
15,2023-07-07,79
15,2023-08-06,79
15,2023-09-05,79
15,2023-10-05,79
15,2023-11-04,79
15,2023-12-04,79
15,2024-01-03,79
15,2024-02-02,79
15,2024-03-03,79
15,2024-04-02,79
15,2024-05-02,79
15,2024-06-01,79
15,2024-07-01,79
15,2024-07-31,79
15,2024-08-30,79
15,2024-09-29,79
15,2024-10-29,79
15,2024-11-28,79
15,2024-12-28,79
15,2025-01-27,79
15,2025-02-26,79
15,2025-03-28,79
15,2025-04-27,79
15,2025-05-27,79
15,2025-06-26,79
16,2022-11-07,29
16,2022-12-07,29
16,2023-01-06,29
16,2023-02-05,29
16,2023-03-07,29
16,2023-04-06,29
16,2023-05-06,29
16,2023-06-05,29
16,2023-07-05,29
16,2023-08-04,29
16,2023-09-03,29
16,2023-10-03,29
16,2023-11-02,29
16,2023-12-02,29
16,2024-01-01,29
16,2024-01-31,29
16,2024-03-01,29
16,2024-03-31,29
16,2024-04-30,29
16,2024-05-30,29
16,2024-06-29,29
16,2024-07-29,29
16,2024-08-28,29
16,2024-09-27,29
16,2024-10-27,29
16,2024-11-26,29
16,2024-12-26,29
16,2025-01-25,29
16,2025-02-24,29
16,2025-03-26,29
16,2025-04-25,29
16,2025-05-25,29
16,2025-06-24,29
17,2023-06-02,29
17,2023-07-02,29
17,2023-08-01,29
17,2023-08-31,29
17,2023-09-30,29
17,2023-10-30,29
17,2023-11-29,29
17,2023-12-29,29
17,2024-01-28,29
17,2024-02-27,29
17,2024-03-28,29
17,2024-04-27,29
17,2024-05-27,29
17,2024-06-26,29
17,2024-07-26,29
17,2024-08-25,29
17,2024-09-24,29
17,2024-10-24,29
17,2024-11-23,29
17,2024-12-23,29
18,2022-09-06,79
18,2022-10-06,79
18,2022-11-05,79
18,2022-12-05,79
18,2023-01-04,79
18,2023-02-03,79
18,2023-03-05,79
18,2023-04-04,79
18,2023-05-04,79
18,2023-06-03,79
18,2023-07-03,79
18,2023-08-02,79
18,2023-09-01,79
18,2023-10-01,79
18,2023-10-31,79
18,2023-11-30,79
18,2023-12-30,79
18,2024-01-29,79
18,2024-02-28,79
18,2024-03-29,79
18,2024-04-28,79
18,2024-05-28,79
18,2024-06-27,79
18,2024-07-27,79
18,2024-08-26,79
18,2024-09-25,79
18,2024-10-25,79
18,2024-11-24,79
18,2024-12-24,79
18,2025-01-23,79
18,2025-02-22,79
18,2025-03-24,79
18,2025-04-23,79
18,2025-05-23,79
18,2025-06-22,79
19,2022-06-27,29
19,2022-07-27,29
19,2022-08-26,29
19,2022-09-25,29
19,2022-10-25,29
19,2022-11-24,29
19,2022-12-24,29
19,2023-01-23,29
19,2023-02-22,29
19,2023-03-24,29
19,2023-04-23,29
19,2023-05-23,29
19,2023-06-22,29
19,2023-07-22,29
19,2023-08-21,29
19,2023-09-20,29
19,2023-10-20,29
19,2023-11-19,29
19,2023-12-19,29
19,2024-01-18,29
19,2024-02-17,29
19,2024-03-18,29
19,2024-04-17,29
19,2024-05-17,29
19,2024-06-16,29
19,2024-07-16,29
19,2024-08-15,29
19,2024-09-14,29
19,2024-10-14,29
19,2024-11-13,29
19,2024-12-13,29
19,2025-01-12,29
19,2025-02-11,29
19,2025-03-13,29
19,2025-04-12,29
19,2025-05-12,29
19,2025-06-11,29
20,2023-11-22,29
20,2023-12-22,29
20,2024-01-21,29
20,2024-02-20,29
20,2024-03-21,29
20,2024-04-20,29
20,2024-05-20,29
20,2024-06-19,29
20,2024-07-19,29
20,2024-08-18,29
20,2024-09-17,29
20,2024-10-17,29
20,2024-11-16,29
20,2024-12-16,29
20,2025-01-15,29
20,2025-02-14,29
20,2025-03-16,29
20,2025-04-15,29
20,2025-05-15,29
20,2025-06-14,29
21,2023-06-05,79
21,2023-07-05,79
21,2023-08-04,79
21,2023-09-03,79
21,2023-10-03,79
21,2023-11-02,79
21,2023-12-02,79
21,2024-01-01,79
21,2024-01-31,79
21,2024-03-01,79
21,2024-03-31,79
21,2024-04-30,79
21,2024-05-30,79
21,2024-06-29,79
21,2024-07-29,79
21,2024-08-28,79
21,2024-09-27,79
21,2024-10-27,79
21,2024-11-26,79
21,2024-12-26,79
21,2025-01-25,79
21,2025-02-24,79
21,2025-03-26,79
21,2025-04-25,79
21,2025-05-25,79
21,2025-06-24,79
22,2023-02-07,29
22,2023-03-09,29
22,2023-04-08,29
22,2023-05-08,29
22,2023-06-07,29
22,2023-07-07,29
22,2023-08-06,29
22,2023-09-05,29
22,2023-10-05,29
22,2023-11-04,29
22,2023-12-04,29
22,2024-01-03,29
23,2022-02-14,79
23,2022-03-16,79
23,2022-04-15,79
23,2022-05-15,79
23,2022-06-14,79
23,2022-07-14,79
23,2022-08-13,79
23,2022-09-12,79
23,2022-10-12,79
23,2022-11-11,79
23,2022-12-11,79
23,2023-01-10,79
23,2023-02-09,79
23,2023-03-11,79
23,2023-04-10,79
23,2023-05-10,79
23,2023-06-09,79
23,2023-07-09,79
23,2023-08-08,79
23,2023-09-07,79
23,2023-10-07,79
23,2023-11-06,79
23,2023-12-06,79
23,2024-01-05,79
23,2024-02-04,79
23,2024-03-05,79
23,2024-04-04,79
23,2024-05-04,79
23,2024-06-03,79
23,2024-07-03,79
23,2024-08-02,79
23,2024-09-01,79
23,2024-10-01,79
23,2024-10-31,79
23,2024-11-30,79
23,2024-12-30,79
23,2025-01-29,79
23,2025-02-28,79
23,2025-03-30,79
23,2025-04-29,79
23,2025-05-29,79
23,2025-06-28,79
24,2023-08-31,29
24,2023-09-30,29
24,2023-10-30,29
24,2023-11-29,29
24,2023-12-29,29
24,2024-01-28,29
24,2024-02-27,29
24,2024-03-28,29
25,2023-05-30,199
25,2023-06-29,199
25,2023-07-29,199
25,2023-08-28,199
25,2023-09-27,199
25,2023-10-27,199
25,2023-11-26,199
25,2023-12-26,199
25,2024-01-25,199
25,2024-02-24,199
25,2024-03-25,199
25,2024-04-24,199
25,2024-05-24,199
25,2024-06-23,199
25,2024-07-23,199
25,2024-08-22,199
25,2024-09-21,199
25,2024-10-21,199
25,2024-11-20,199
25,2024-12-20,199
25,2025-01-19,199
25,2025-02-18,199
25,2025-03-20,199
25,2025-04-19,199
25,2025-05-19,199
25,2025-06-18,199
26,2023-07-07,29
26,2023-08-06,29
26,2023-09-05,29
26,2023-10-05,29
26,2023-11-04,29
26,2023-12-04,29
26,2024-01-03,29
26,2024-02-02,29
26,2024-03-03,29
26,2024-04-02,29
26,2024-05-02,29
26,2024-06-01,29
26,2024-07-01,29
26,2024-07-31,29
26,2024-08-30,29
26,2024-09-29,29
26,2024-10-29,29
26,2024-11-28,29
26,2024-12-28,29
26,2025-01-27,29
26,2025-02-26,29
26,2025-03-28,29
26,2025-04-27,29
26,2025-05-27,29
26,2025-06-26,29
27,2023-08-15,29
27,2023-09-14,29
27,2023-10-14,29
27,2023-11-13,29
27,2023-12-13,29
27,2024-01-12,29
27,2024-02-11,29
27,2024-03-12,29
27,2024-04-11,29
27,2024-05-11,29
27,2024-06-10,29
27,2024-07-10,29
27,2024-08-09,29
27,2024-09-08,29
27,2024-10-08,29
27,2024-11-07,29
27,2024-12-07,29
27,2025-01-06,29
27,2025-02-05,29
27,2025-03-07,29
27,2025-04-06,29
27,2025-05-06,29
27,2025-06-05,29
27,2025-07-05,29
28,2023-07-16,199
28,2023-08-15,199
28,2023-09-14,199
28,2023-10-14,199
28,2023-11-13,199
28,2023-12-13,199
28,2024-01-12,199
28,2024-02-11,199
28,2024-03-12,199
28,2024-04-11,199
28,2024-05-11,199
28,2024-06-10,199
28,2024-07-10,199
28,2024-08-09,199
28,2024-09-08,199
28,2024-10-08,199
28,2024-11-07,199
28,2024-12-07,199
28,2025-01-06,199
28,2025-02-05,199
29,2023-06-09,29
29,2023-07-09,29
29,2023-08-08,29
29,2023-09-07,29
29,2023-10-07,29
29,2023-11-06,29
29,2023-12-06,29
29,2024-01-05,29
29,2024-02-04,29
29,2024-03-05,29
29,2024-04-04,29
29,2024-05-04,29
29,2024-06-03,29
29,2024-07-03,29
29,2024-08-02,29
29,2024-09-01,29
29,2024-10-01,29
29,2024-10-31,29
29,2024-11-30,29
29,2024-12-30,29
29,2025-01-29,29
29,2025-02-28,29
29,2025-03-30,29
29,2025-04-29,29
29,2025-05-29,29
29,2025-06-28,29
30,2023-03-13,29
30,2023-04-12,29
30,2023-05-12,29
30,2023-06-11,29
30,2023-07-11,29
30,2023-08-10,29
30,2023-09-09,29
30,2023-10-09,29
30,2023-11-08,29
30,2023-12-08,29
30,2024-01-07,29
30,2024-02-06,29
30,2024-03-07,29
30,2024-04-06,29
30,2024-05-06,29
30,2024-06-05,29
30,2024-07-05,29
30,2024-08-04,29
30,2024-09-03,29
30,2024-10-03,29
30,2024-11-02,29
30,2024-12-02,29
30,2025-01-01,29
30,2025-01-31,29
30,2025-03-02,29
30,2025-04-01,29
30,2025-05-01,29
30,2025-05-31,29
30,2025-06-30,29
31,2023-07-22,199
31,2023-08-21,199
31,2023-09-20,199
31,2023-10-20,199
31,2023-11-19,199
31,2023-12-19,199
31,2024-01-18,199
31,2024-02-17,199
31,2024-03-18,199
31,2024-04-17,199
31,2024-05-17,199
31,2024-06-16,199
31,2024-07-16,199
31,2024-08-15,199
31,2024-09-14,199
31,2024-10-14,199
31,2024-11-13,199
31,2024-12-13,199
31,2025-01-12,199
31,2025-02-11,199
31,2025-03-13,199
31,2025-04-12,199
31,2025-05-12,199
31,2025-06-11,199
32,2023-01-01,29
32,2023-01-31,29
32,2023-03-02,29
32,2023-04-01,29
32,2023-05-01,29
32,2023-05-31,29
32,2023-06-30,29
32,2023-07-30,29
32,2023-08-29,29
32,2023-09-28,29
32,2023-10-28,29
32,2023-11-27,29
32,2023-12-27,29
32,2024-01-26,29
32,2024-02-25,29
32,2024-03-26,29
32,2024-04-25,29
32,2024-05-25,29
32,2024-06-24,29
32,2024-07-24,29
32,2024-08-23,29
32,2024-09-22,29
32,2024-10-22,29
32,2024-11-21,29
32,2024-12-21,29
32,2025-01-20,29
32,2025-02-19,29
32,2025-03-21,29
32,2025-04-20,29
32,2025-05-20,29
32,2025-06-19,29
33,2023-10-01,29
33,2023-10-31,29
33,2023-11-30,29
33,2023-12-30,29
33,2024-01-29,29
33,2024-02-28,29
33,2024-03-29,29
33,2024-04-28,29
33,2024-05-28,29
33,2024-06-27,29
33,2024-07-27,29
33,2024-08-26,29
33,2024-09-25,29
33,2024-10-25,29
33,2024-11-24,29
33,2024-12-24,29
33,2025-01-23,29
33,2025-02-22,29
33,2025-03-24,29
33,2025-04-23,29
33,2025-05-23,29
33,2025-06-22,29
34,2022-08-24,29
34,2022-09-23,29
34,2022-10-23,29
34,2022-11-22,29
34,2022-12-22,29
34,2023-01-21,29
34,2023-02-20,29
34,2023-03-22,29
34,2023-04-21,29
34,2023-05-21,29
34,2023-06-20,29
34,2023-07-20,29
34,2023-08-19,29
34,2023-09-18,29
34,2023-10-18,29
34,2023-11-17,29
34,2023-12-17,29
34,2024-01-16,29
34,2024-02-15,29
34,2024-03-16,29
34,2024-04-15,29
34,2024-05-15,29
34,2024-06-14,29
34,2024-07-14,29
34,2024-08-13,29
34,2024-09-12,29
34,2024-10-12,29
34,2024-11-11,29
34,2024-12-11,29
34,2025-01-10,29
34,2025-02-09,29
34,2025-03-11,29
34,2025-04-10,29
34,2025-05-10,29
34,2025-06-09,29
35,2022-04-04,79
35,2022-05-04,79
35,2022-06-03,79
35,2022-07-03,79
35,2022-08-02,79
35,2022-09-01,79
35,2022-10-01,79
35,2022-10-31,79
35,2022-11-30,79
35,2022-12-30,79
35,2023-01-29,79
35,2023-02-28,79
35,2023-03-30,79
35,2023-04-29,79
35,2023-05-29,79
35,2023-06-28,79
35,2023-07-28,79
35,2023-08-27,79
35,2023-09-26,79
35,2023-10-26,79
35,2023-11-25,79
35,2023-12-25,79
35,2024-01-24,79
35,2024-02-23,79
35,2024-03-24,79
35,2024-04-23,79
35,2024-05-23,79
35,2024-06-22,79
35,2024-07-22,79
35,2024-08-21,79
35,2024-09-20,79
35,2024-10-20,79
35,2024-11-19,79
35,2024-12-19,79
35,2025-01-18,79
35,2025-02-17,79
35,2025-03-19,79
35,2025-04-18,79
35,2025-05-18,79
35,2025-06-17,79
36,2022-09-19,79
36,2022-10-19,79
36,2022-11-18,79
36,2022-12-18,79
36,2023-01-17,79
36,2023-02-16,79
36,2023-03-18,79
36,2023-04-17,79
36,2023-05-17,79
36,2023-06-16,79
36,2023-07-16,79
36,2023-08-15,79
36,2023-09-14,79
36,2023-10-14,79
36,2023-11-13,79
36,2023-12-13,79
36,2024-01-12,79
36,2024-02-11,79
36,2024-03-12,79
36,2024-04-11,79
36,2024-05-11,79
36,2024-06-10,79
36,2024-07-10,79
36,2024-08-09,79
36,2024-09-08,79
36,2024-10-08,79
36,2024-11-07,79
36,2024-12-07,79
36,2025-01-06,79
36,2025-02-05,79
36,2025-03-07,79
36,2025-04-06,79
36,2025-05-06,79
36,2025-06-05,79
36,2025-07-05,79
37,2022-03-27,29
37,2022-04-26,29
37,2022-05-26,29
37,2022-06-25,29
37,2022-07-25,29
37,2022-08-24,29
37,2022-09-23,29
37,2022-10-23,29
37,2022-11-22,29
37,2022-12-22,29
37,2023-01-21,29
37,2023-02-20,29
37,2023-03-22,29
37,2023-04-21,29
37,2023-05-21,29
37,2023-06-20,29
37,2023-07-20,29
37,2023-08-19,29
37,2023-09-18,29
37,2023-10-18,29
37,2023-11-17,29
37,2023-12-17,29
37,2024-01-16,29
37,2024-02-15,29
37,2024-03-16,29
37,2024-04-15,29
37,2024-05-15,29
37,2024-06-14,29
37,2024-07-14,29
37,2024-08-13,29
37,2024-09-12,29
37,2024-10-12,29
37,2024-11-11,29
37,2024-12-11,29
37,2025-01-10,29
37,2025-02-09,29
37,2025-03-11,29
37,2025-04-10,29
37,2025-05-10,29
37,2025-06-09,29
38,2022-10-15,29
38,2022-11-14,29
38,2022-12-14,29
38,2023-01-13,29
38,2023-02-12,29
38,2023-03-14,29
38,2023-04-13,29
38,2023-05-13,29
38,2023-06-12,29
38,2023-07-12,29
38,2023-08-11,29
38,2023-09-10,29
38,2023-10-10,29
38,2023-11-09,29
38,2023-12-09,29
38,2024-01-08,29
38,2024-02-07,29
38,2024-03-08,29
38,2024-04-07,29
38,2024-05-07,29
38,2024-06-06,29
38,2024-07-06,29
38,2024-08-05,29
38,2024-09-04,29
38,2024-10-04,29
38,2024-11-03,29
38,2024-12-03,29
38,2025-01-02,29
38,2025-02-01,29
38,2025-03-03,29
38,2025-04-02,29
38,2025-05-02,29
38,2025-06-01,29
38,2025-07-01,29
39,2022-07-09,29
39,2022-08-08,29
39,2022-09-07,29
39,2022-10-07,29
39,2022-11-06,29
39,2022-12-06,29
39,2023-01-05,29
39,2023-02-04,29
39,2023-03-06,29
39,2023-04-05,29
39,2023-05-05,29
39,2023-06-04,29
39,2023-07-04,29
39,2023-08-03,29
39,2023-09-02,29
39,2023-10-02,29
39,2023-11-01,29
39,2023-12-01,29
39,2023-12-31,29
39,2024-01-30,29
40,2022-09-19,199
40,2022-10-19,199
40,2022-11-18,199
40,2022-12-18,199
40,2023-01-17,199
40,2023-02-16,199
40,2023-03-18,199
40,2023-04-17,199
40,2023-05-17,199
40,2023-06-16,199
40,2023-07-16,199
40,2023-08-15,199
40,2023-09-14,199
40,2023-10-14,199
40,2023-11-13,199
40,2023-12-13,199
40,2024-01-12,199
40,2024-02-11,199
40,2024-03-12,199
40,2024-04-11,199
40,2024-05-11,199
40,2024-06-10,199
40,2024-07-10,199
40,2024-08-09,199
40,2024-09-08,199
40,2024-10-08,199
40,2024-11-07,199
40,2024-12-07,199
40,2025-01-06,199
40,2025-02-05,199
40,2025-03-07,199
40,2025-04-06,199
40,2025-05-06,199
40,2025-06-05,199
40,2025-07-05,199
41,2023-10-26,29
41,2023-11-25,29
41,2023-12-25,29
41,2024-01-24,29
41,2024-02-23,29
41,2024-03-24,29
41,2024-04-23,29
41,2024-05-23,29
41,2024-06-22,29
41,2024-07-22,29
41,2024-08-21,29
41,2024-09-20,29
41,2024-10-20,29
41,2024-11-19,29
41,2024-12-19,29
41,2025-01-18,29
41,2025-02-17,29
41,2025-03-19,29
41,2025-04-18,29
41,2025-05-18,29
41,2025-06-17,29
42,2023-05-24,29
42,2023-06-23,29
42,2023-07-23,29
42,2023-08-22,29
42,2023-09-21,29
42,2023-10-21,29
42,2023-11-20,29
42,2023-12-20,29
42,2024-01-19,29
42,2024-02-18,29
42,2024-03-19,29
42,2024-04-18,29
42,2024-05-18,29
42,2024-06-17,29
42,2024-07-17,29
42,2024-08-16,29
42,2024-09-15,29
42,2024-10-15,29
42,2024-11-14,29
42,2024-12-14,29
42,2025-01-13,29
42,2025-02-12,29
42,2025-03-14,29
42,2025-04-13,29
42,2025-05-13,29
42,2025-06-12,29
43,2022-12-18,79
43,2023-01-17,79
43,2023-02-16,79
43,2023-03-18,79
43,2023-04-17,79
43,2023-05-17,79
43,2023-06-16,79
43,2023-07-16,79
43,2023-08-15,79
43,2023-09-14,79
43,2023-10-14,79
43,2023-11-13,79
43,2023-12-13,79
43,2024-01-12,79
43,2024-02-11,79
43,2024-03-12,79
43,2024-04-11,79
43,2024-05-11,79
43,2024-06-10,79
43,2024-07-10,79
43,2024-08-09,79
43,2024-09-08,79
43,2024-10-08,79
43,2024-11-07,79
43,2024-12-07,79
43,2025-01-06,79
43,2025-02-05,79
43,2025-03-07,79
43,2025-04-06,79
43,2025-05-06,79
43,2025-06-05,79
43,2025-07-05,79
44,2022-09-17,29
44,2022-10-17,29
44,2022-11-16,29
44,2022-12-16,29
44,2023-01-15,29
44,2023-02-14,29
44,2023-03-16,29
44,2023-04-15,29
44,2023-05-15,29
44,2023-06-14,29
44,2023-07-14,29
45,2023-09-13,79
45,2023-10-13,79
45,2023-11-12,79
45,2023-12-12,79
45,2024-01-11,79
45,2024-02-10,79
45,2024-03-11,79
45,2024-04-10,79
45,2024-05-10,79
